4.586,16.61725,0.271,0.6667451,1.128352,297,7.184801
4.67,14.8909,0.274,0.4277366,2.887814,308,7.297613
4.712,10.9008,0.246,0.4588958,2.585405,312,7.265176
4.938,14.16765,0.291,0.4888414,2.937014,310,7.226126
4.805,13.191,0.304,0.7331291,1.067391,312,7.189657
6.967,11.85047,0.293,0.7692793,0.6712523,312,7.177
8.524,9.119405,0.335,0.7052241,1.302532,320,7.189625
8.524,12.19569,0.383,0.5534747,5.068455,336,7.337699
8.524,16.79253,0.383,0.3796704,6.660355,322,7.419739
8.524,18.19434,0.383,0.698591,2.686403,318,7.201319
8.524,19.91481,0.308,0.7288113,2.017137,307,7.216614
8.524,18.62564,0.319,0.8151432,1.357717,306,7.219734
8.524,29.08984,0.319,0.3327365,6.681655,327,7.435773
8.524,27.17473,0.319,0.3858891,5.310755,314,7.312961
8.524,21.99821,0.319,0.6645933,2.352777,321,7.19805
8.524,24.28963,0.319,0.8792276,0.9287251,323,7.212114
8.524,17.96607,0.311,0.8812165,1.186992,325,7.205741
8.524,20.04084,0.311,0.6063493,4.407425,351,7.289747
8.524,28.28131,0.311,0.9465443,1.798719,325,7.236607
8.524,27.44729,0.311,0.6887888,3.789248,332,7.340775
8.524,27.23989,0.311,0.6316181,4.174902,332,7.392746
10,32.36797,0.359,0.6225991,4.096677,335,7.335997
10,34.93259,0.367,0.7400235,2.45392,336,7.277166
12.5,29.80062,0.353,0.9038704,0.929227,338,7.230653
20,31.2732,0.362,0.969941,0.886965,340,7.239556
20,28.8156,0.367,0.8998442,2.395434,344,7.300188
4.687,29.13534,0.359,0.6513095,4.411018,346,7.384811
5.52,37.69486,0.396,0.5833071,4.76566,340,7.392765
5.677,47.59355,0.451,0.6292198,3.725586,338,7.375236
4.687,33.35013,0.382,0.8836154,1.255411,337,7.24492
4.791,38.52079,0.397,1.06152,0.8185735,342,7.237535
5,31.41245,0.369,0.9381708,1.948061,344,7.265771
5.104,37.2675,0.388,0.6252715,4.702595,351,7.37812
5.625,44.06359,0.422,0.6493438,4.091479,350,7.370316
5.729,50.1147,0.448,0.6874742,3.283793,347,7.33338
5,36.21719,0.387,0.8691515,1.505452,347,7.226593
5,40.15155,0.39,1.029836,0.5919799,349,7.223997
5,32.3684,0.36,0.8886377,2.042128,351,7.265849
5.156,35.17687,0.399,0.6599578,3.820361,354,7.317602
5.729,44.10694,0.436,0.6778563,3.734192,354,7.309497
5.625,44.0957,0.436,0.7570809,2.509167,351,7.247187
5,41.00166,0.409,0.9548689,0.7926655,356,7.213904
4.947,38.59165,0.411,1.039673,0.607749,360,7.217282
4.375,32.64487,0.354,0.8450246,1.709556,356,7.22135
5.52,40.67089,0.439,0.6962761,2.974354,359,7.258814
5.572,47.0187,0.45,0.6828545,2.975533,362,7.263272
5.494,41.2356,0.42,0.8127597,1.954233,359,7.230443
4.583,30.8896,0.37,0.9478328,0.99621,363,7.223418
4.479,25.25399,0.331,0.9989081,0.6065522,366,7.226672
4.583,22.31526,0.333,0.9248405,0.9814119,368,7.215482
5.52,39.72778,0.435,0.7938349,2.596786,373,7.224561
5.572,40.09964,0.433,0.7628382,3.066413,372,7.242814
5.598,40.34913,0.423,0.8982008,2.069659,375,7.222983
4.791,22.89487,0.303,0.817512,2.020273,370,7.219878
4.583,16.68247,0.278,0.8280953,1.647891,365,7.224067
5.729,34.56759,0.383,0.9534577,2.08409,366,7.209016
14.895,35.4562,0.956,5.298544,0.2514068,398,7.265042
14.947,28.54524,1.08,5.722634,0.2073023,433,7.319998
20,31.5407,1.887,10.23195,0.1222269,609,7.23851
20,26.56723,1.858,9.642174,0.1413404,590,7.176691
20,24.20327,1.789,9.171688,0.1408728,573,7.168761
17.916,23.33482,1.585,7.971513,0.1074698,528,7.207525
17.083,23.17046,1.472,7.176586,0.1171575,509,7.249948
16.562,21.9376,1.498,7.118928,0.09415198,510,7.237082
16.145,19.84919,1.486,7.403563,0.09336871,512,7.278874
15.833,18.62184,1.497,7.542806,0.09819141,512,7.284695
15.312,17.91954,1.505,7.606845,0.1106274,509,7.281641
14.947,16.3383,1.495,7.542491,0.1292431,511,7.268465
12.604,16.11943,1.299,6.389437,0.1555237,484,7.286738
12.5,21.02953,1.495,7.128141,0.1169333,520,7.349652
5.833,26.10564,0.577,3.02842,1.15859,392,7.293045
4.687,24.82625,0.409,1.359657,1.115118,349,7.203315
5.625,40.06525,0.359,0.4823613,2.988026,304,7.302963
5.833,39.10555,0.358,0.3120221,4.604034,306,7.387843
6.77,39.5019,0.356,0.2254606,7.887836,312,7.698367
6.874001,47.4851,0.404,0.3712817,5.83875,318,7.45226
5,35.22427,0.392,1.216046,2.838701,365,7.247105
4.947,31.8812,0.364,1.135879,1.951406,353,7.215823
4.166,30.45021,0.345,1.045869,1.141462,339,7.22876
4.114,31.10571,0.339,0.855405,1.670414,337,7.204891
4.583,39.04488,0.359,0.6677377,3.065974,340,7.203598
4.739,41.63998,0.374,0.6603521,3.21501,338,7.188709
4.973,40.78381,0.378,0.6129506,3.256731,329,7.203211
3.541,26.81705,0.29,0.8814952,1.171639,371,7.201094
3.697,29.80259,0.301,0.8107623,1.822032,348,7.163721
3.776,30.14053,0.311,0.8647785,1.083687,350,7.184762
4.583,40.74775,0.366,0.5829882,3.405662,347,7.178345
4.375,38.28984,0.347,0.6019812,2.147539,345,7.160647
4.27,36.9928,0.335,0.5865832,2.28636,348,7.159273
3.541,27.30674,0.285,0.7158729,1.105155,344,7.171359
3.385,26.71414,0.29,0.7424634,0.750352,342,7.183459
3.75,32.42595,0.309,0.7233799,1.178411,346,7.16521
4.27,40.87199,0.341,0.6236685,1.537711,345,7.144881
4.27,38.69526,0.346,0.6147657,1.410734,344,7.151707
4.27,36.659,0.323,0.6818251,1.586866,349,7.158882
3.541,25.36282,0.284,0.7812385,0.894165,348,7.176883
3.541,26.28051,0.283,0.8095748,0.4100658,346,7.211237
3.645,29.82947,0.301,0.7537044,0.6321737,345,7.185244
4.479,42.87585,0.359,0.6026438,1.690961,347,7.146091
4.479,39.97998,0.32,0.3682494,2.889246,317,7.239779
3.854,38.913,0.307,0.2943124,2.637931,321,7.255808
3.437,25.79286,0.238,0.3079533,2.501065,317,7.279384
3.541,27.58102,0.269,0.4690672,1.775153,326,7.179354
4.166,41.88191,0.327,0.5952706,4.014089,335,7.359935
4.687,42.86479,0.343,0.5262185,4.718195,333,7.440118
5.729,35.89884,0.418,1.712565,3.456012,365,7.374394
9.27,21.49377,0.671,3.599838,0.2560956,449,7.332053
10.312,20.35943,0.897,4.265473,0.2098182,481,7.33926
10.624,20.33974,0.953,4.604396,0.1983533,480,7.325117
10.104,17.98627,0.9,4.438177,0.1847955,472,7.32268
8.958,16.91434,0.879,4.277334,0.1808797,472,7.335665
6.354,16.47993,0.657,3.803807,0.9993172,423,7.307539
5.52,17.40703,0.606,3.704258,0.6113929,417,7.295693
4.479,13.96434,0.494,2.975187,0.4570682,400,7.283112
4.322,15.69809,0.489,2.928998,0.3664165,401,7.288072
4.14,15.20633,0.46,2.669679,0.8538914,403,7.300252
3.645,15.11563,0.424,2.27569,1.953297,407,7.322906
3.645,20.58411,0.389,1.825802,1.995734,395,7.306788
3.489,20.43329,0.338,1.515922,1.680151,380,7.281032
3.359,14.82881,0.321,1.881887,0.9587712,388,7.267884
3.359,15.49557,0.324,1.723449,0.7596373,382,7.260335
3,13.53203,0.3,1.517114,1.292001,386,7.276082
3,14.85604,0.296,2.189361,2.51882,402,5.833914
3.666,20.46918,0.267,1.435657,2.998441,405,7.256733
3.555,17.76946,0.25,1.528288,2.025142,401,7.235319
3.388,19.24527,0.24,1.365203,2.069748,401,7.221905
3,15.34405,0.238,1.541859,1.821091,411,7.227369
3.055,16.60184,0.247,1.439951,2.477658,411,7.248956
3.555,20.00715,0.275,1.438964,3.648616,428,7.272998
3.666,25.451,0.294,1.482542,2.694005,429,7.274823
4.222,17.64365,0.289,1.96758,1.824042,434,7.274754
3.777,12.52555,0.279,2.151721,1.3664,432,7.27773
3.666,11.28268,0.238,1.707499,1.494304,420,7.280317
3.666,17.80401,0.277,1.851272,2.189636,431,7.286077
3.666,19.99779,0.28,1.877587,2.958137,447,7.30896
0.008,22.06624,0.28,1.72012,4.222546,451,7.359698
0.012,19.23431,0.272,1.876736,3.100072,452,7.329877
0.004,13.65627,0.293,2.580909,1.425776,458,7.321276
0.018,10.06667,0.232,2.061701,1.891364,447,7.305992
0.012,17.45574,0.241,1.731615,3.253216,445,7.343978
0.013,21.68969,0.505,3.789021,2.71664,490,7.381733
0.007,18.7311,0.416,2.758143,6.791368,473,7.519651
0.012,16.52826,0.383,2.936643,4.269506,465,7.432519
0.016,11.05205,0.451,4.149529,0.8998872,476,7.372581
0.018,8.098267,0.356,3.448171,0.756314,463,7.337913
0.013,9.932043,0.385,3.153722,2.995277,467,7.388673
0.013,17.47826,0.339,2.128533,5.503221,463,7.414739
0.008,30.2647,0.376,1.580933,8.479423,463,7.538962
0.005,24.05883,0.325,1.890331,5.996568,471,7.422048
0.005,12.09061,0.302,2.824038,1.821688,464,7.345648
0.005,11.61815,0.249,2.197628,1.997929,456,7.311007
0.005,12.88222,0.283,2.147865,3.923719,447,7.37706
0.004,17.36499,0.307,1.641925,4.58262,446,7.3913
